team_code,shirt_number,position,player_name,first_names,last_names,name_on_shirt,dob,club,height_cm,source,source_page
CIV,24,FW,TOURE Bazoumana,Bazoumana,,TOURE,,02/03/2006,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,25,MF,GUIAGON Parfait,Parfait,,GUIAGON,,22/02/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CIV,26,MF,OULAI Christ Inao,Christ Ravynel Inao,,OULAI,,06/04/2006,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,12
CRO,1,GK,LIVAKOVIC Dominik,Dominik,LIVAKOVIĆ,,09/01/1995,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,2,DF,STANISIC Josip,Josip,STANIŠIĆ,,02/04/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,3,DF,PONGRACIC Marin,Marin,PONGRAČIĆ,,11/09/1997,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,4,DF,GVARDIOL Josko,Joško,GVARDIOL,,23/01/2002,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,5,DF,CALETA-CAR Duje,Duje,ĆALETA-CAR,,17/09/1996,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,6,DF,SUTALO Josip,Josip,ŠUTALO,,28/02/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,7,MF,MORO Nikola,Nikola,MORO,,12/03/1998,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,8,MF,KOVACIC Mateo,Mateo,KOVAČIĆ,,06/05/1994,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,9,FW,KRAMARIC Andrej,Andrej,KRAMARIĆ,,19/06/1991,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,10,MF,MODRIC Luka,Luka,MODRIĆ,,09/09/1985,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,11,FW,BUDIMIR Ante,Ante,BUDIMIR,,22/07/1991,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,12,GK,PANDUR Ivor,Ivor,PANDUR,,25/03/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,13,MF,VLASIC Nikola,Nikola,VLAŠIĆ,,04/10/1997,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,14,FW,PERISIC Ivan,Ivan,PERIŠIĆ,,02/02/1989,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,15,MF,PASALIC Mario,Mario,PAŠALIĆ,,09/02/1995,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,16,MF,BATURINA Martin,Martin,BATURINA,,16/02/2003,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,17,MF,SUCIC Petar,Petar,SUČIĆ,,25/10/2003,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,18,DF,JAKIC Kristijan,Kristijan,JAKIĆ,,14/05/1997,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,19,MF,FRUK Toni,Toni,FRUK,,09/03/2001,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,20,FW,MATANOVIC Igor,Igor,MATANOVIĆ,,31/03/2003,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,21,MF,SUCIC Luka,Luka,SUČIĆ,,08/09/2002,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,22,DF,VUSKOVIC Luka,Luka,VUŠKOVIĆ,,24/02/2007,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,23,GK,KOTARSKI Dominik,Dominik,KOTARSKI,,10/02/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,24,FW,PASALIC Marco,Marco,PAŠALIĆ,,14/09/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,25,DF,ERLIC Martin,Martin,ERLIĆ,,24/01/1998,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CRO,26,FW,MUSA Petar,Petar,MUSA,,04/03/1998,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,13
CUW,1,GK,ROOM Eloy,Eloy Victor,,ROOM,,06/02/1989,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,2,DF,SAMBO Shurandy,Shurandy Ruggerio,,SAMBO,,19/08/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,3,DF,GAARI Jurien,Juriën Godfried Juan,,GAARI,,23/12/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,4,DF,VAN EIJMA Roshon,Roshon Felix Romar Jordan,,VAN EIJMA,,09/06/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,5,DF,FLORANUS Sherel,Sherel Constancio,,FLORANUS,,23/08/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,6,MF,ROEMERATOE Godfried,Godfried,,ROEMERATOE,,19/08/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,7,MF,BACUNA Juninho,Juninho Gracielo,,BACUNA,,07/08/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,8,MF,COMENENCIA Livano,Livano Shyron Liomar,,COMENENCIA,,03/02/2004,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,9,FW,LOCADIA Juergen,Jürgen Leonardo,,LOCADIA,,07/11/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,10,MF,BACUNA Leandro,Leandro Jones Johan,,BACUNA,,21/08/1991,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,11,FW,ANTONISSE Jeremy,Jeremy Cornelis Jacobus,,ANTONISSE,,29/03/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,12,FW,HANSEN Sontje,Misjonne Juniffer Naigelino,,HANSEN,,18/05/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,13,FW,NOSLIN Tyrese,Tyrese Yurvencey,,NOSLIN,,11/09/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,14,FW,GORRE Kenji,Kenji Joel,,GORRE,,29/09/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,15,MF,MARTHA Arjany,Ar'jany Jainel Archenir,,MARTHA,,04/09/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,16,FW,MARGARITHA Jearl,Jearl Erwin,,MARGARITHA,,10/04/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,17,FW,KUWAS Brandley,Brandley Mack-Olien,,KUWAS,,19/09/1992,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,18,DF,OBISPO Armando,Armando Maria,,OBISPO,,05/03/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,19,FW,KASTANEER Gervane,Gervane Zjandric Adonnis,,KASTANEER,,09/06/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,20,DF,BRENET Joshua,Joshua Benjamin,,BRENET,,20/03/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,21,MF,CHONG Tahith,Tahith Jose Girigorio Djorkaef,,CHONG,,04/12/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,22,MF,FELIDA Kevin,Kevin Antonio,,FELIDA,,11/11/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,23,DF,BAZOER Riechedly,Riechedly Guillermo,,BAZOER,,12/10/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,24,DF,FONVILLE Deveron,Deveron Lenny,,FONVILLE,,16/05/2003,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,25,GK,BODAK Tyrick,Tyrick Jeremy,,BODAK,,15/05/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CUW,26,GK,DOORNBUSCH Trevor,Trevor Irving,,DOORNBUSCH,,06/07/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,14
CZE,1,GK,KOVAR Matej,Matěj,KOVÁŘ,,17/05/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,2,DF,ZIMA David,David,ZIMA,,08/11/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,3,DF,HOLES Tomas,Tomáš,HOLEŠ,,31/03/1993,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,4,DF,HRANAC Robin,Robin,HRANÁČ,,29/01/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,5,DF,COUFAL Vladimir,Vladimír,COUFAL,,22/08/1992,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,6,DF,CHALOUPEK Stepan,Štěpán,CHALOUPEK,,08/03/2003,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,7,DF,KREJCI Ladislav,Ladislav,KREJČÍ,,20/04/1999,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,8,MF,DARIDA Vladimir,Vladimír,DARIDA,,08/08/1990,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,9,FW,HLOZEK Adam,Adam,HLOŽEK,,25/07/2002,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,10,FW,SCHICK Patrik,Patrik,SCHICK,,24/01/1996,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,11,FW,KUCHTA Jan,Jan,KUCHTA,,08/01/1997,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,12,MF,CERV Lukas,Lukáš,ČERV,,10/04/2001,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,13,FW,CHYTIL Mojmir,Mojmír,CHYTIL,,29/04/1999,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,14,DF,JURASEK David,David,JURÁSEK,,07/08/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,15,FW,SULC Pavel,Pavel,ŠULC,,29/12/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,16,GK,STANEK Jindrich,Jindřich,STANĚK,,27/04/1996,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,17,MF,PROVOD Lukas,Lukáš,PROVOD,,23/10/1996,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,18,MF,SADILEK Michal,Michal,SADÍLEK,,31/05/1999,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,19,FW,CHORY Tomas,Tomáš,CHORÝ,,26/01/1995,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,20,DF,ZELENY Jaroslav,Jaroslav,ZELENÝ,,20/08/1992,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,21,DF,DOUDERA David,David,DOUDĚRA,,31/05/1998,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,22,MF,SOUCEK Tomas,Tomáš,SOUČEK,,27/02/1995,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,23,GK,HORNICEK Lukas,Lukáš,HORNÍČEK,,13/07/2002,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,24,MF,SOJKA Alexandr,Alexandr,SOJKA,,02/04/2003,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,25,MF,SOCHUREK Hugo,Hugo,SOCHŮREK,,07/06/2008,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
CZE,26,FW,VISINSKY Denis,Denis,VIŠINSKÝ,,21/03/2003,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,15
ECU,1,GK,GALINDEZ Hernan,Hernán Ismael,GALÍNDEZ,,30/03/1987,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,2,DF,TORRES Felix,Félix Eduardo,TORRES CAICEDO,,11/01/1997,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,3,DF,HINCAPIE Piero,Piero Martin,HINCAPIÉ REYNA,,09/01/2002,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,4,DF,ORDONEZ Joel,Joel Leandro,ORDÓÑEZ GUERRERO,,21/04/2004,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,5,MF,ALCIVAR Jordy,Jordy Jose,ALCÍVAR MACÍAS,,05/08/1999,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,6,DF,PACHO Willian,Willian Joel,PACHO TENORIO,,16/10/2001,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,7,DF,ESTUPINAN Pervis,Pervis Josue,ESTUPIÑÁN TENORIO,,21/01/1998,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,8,MF,VALENCIA Anthony,Anthony Lenin,VALENCIA BAJAÑA,,21/07/2003,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,9,FW,YEBOAH John,John,YEBOAH ZAMORA,,23/06/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,10,MF,PAEZ Kendry,Ray Kendry,PAEZ ANDRADE,,04/05/2007,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,11,FW,RODRIGUEZ Kevin,Kevin Jose,RODRÍGUEZ CORTEZ,,04/03/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,12,GK,RAMIREZ Moises,Wellington Moisés,RAMÍREZ PRECIADO,,09/09/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,13,FW,VALENCIA Enner,Enner Remberto,VALENCIA LASTRA,,04/11/1989,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,14,MF,MINDA Alan,Alan Steve,MINDA GARCIA,,14/05/2003,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,15,MF,VITE Pedro,Pedro Jeampierre,VITE UCA,,09/03/2002,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,16,FW,CAICEDO Jordy,Jordy Josue,CAICEDO MEDINA,,18/11/1997,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,17,DF,PRECIADO Angelo,Ángelo Smit,PRECIADO QUIÑONEZ,,18/02/1998,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,18,MF,CASTILLO Denil,Denil Daniel,CASTILLO PRECIADO,,24/03/2004,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,19,FW,PLATA Gonzalo,Gonzalo Jordy,PLATA JIMENEZ,,01/11/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,20,FW,ANGULO Nilson,Nilson David,ANGULO RAMIREZ,,19/06/2003,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,21,MF,FRANCO Alan,Alan Steven,FRANCO PALMA,,21/08/1998,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,22,GK,VALLE Gonzalo,Gonzalo Roberto,VALLE BUSTAMANTE,,28/02/1996,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,23,MF,CAICEDO Moises,Moisés Isaac,CAICEDO COROZO,,02/11/2001,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,24,FW,AREVALO Jeremy,Jeremy Alberto,AREVALO MERA,,19/03/2005,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,25,DF,POROZO Jackson,Jackson Gabriel,POROZO VERNAZA,,04/08/2000,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
ECU,26,DF,MEDINA Yaimar,Yaimar Abel,MEDINA ORTIZ,,05/11/2004,,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,16
EGY,1,GK,MOHAMED ELSHENAWY,Mohamed Elsayed Mohamed,,ELSHENAWY GOMAA,,18/12/1988,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,2,DF,YASSER IBRAHIM,Yasser Ahmed Ibrahim,,ELHANAFY,,10/02/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,3,DF,MOHAMED HANY,Mohamed Hany Gamal,,ELDEMERDASH,,02/02/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,4,DF,HOSSAM ABDELMAGUID,Hossam Abdelmegeed Abdelsalam,,ABDELMEGEED,,30/04/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,5,DF,RAMY RABIA,Ramy Hisham Abdelaziz Moustafa,,RABIA,,20/05/1993,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,6,DF,MOHAMED ABDELMONEIM,Mohamed Abdelmoneim Elsayed M,,AHMED,,01/02/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,7,FW,TREZEGUET,Mahmoud Ahmed Ibrahim,,HASSAN,,01/10/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,8,MF,EMAM ASHOUR,Emam Ashour Metwaly,,ABDELGHANY,,20/02/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,9,FW,HAMZA ABDELKARIM,Hamza Mohamed Abdelkarim E,,SELIM,,01/01/2008,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,10,FW,MOHAMED SALAH,Mohamed Salah Hamed Mahrous,,GHALY,,15/06/1992,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,11,MF,MOSTAFA ZICO,Mostafa Mohamed Zaky,,ABDELRAOUF,,27/04/1997,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,12,FW,HAISSEM HASSAN,Haissem Yousry Fouad A,,HASSAN,,08/02/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,13,DF,AHMED FATOUH,Ahmed Mohamed Aboelfetouh,,MOHAMED,,22/03/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,14,MF,HAMDY FATHY,Hamdy Fathy Abdelhalim,,ABDELFATTAH,,29/09/1994,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,15,DF,KARIM HAFEZ,Karim Hafez Ramadan,,SEIFELDIN,,12/03/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,16,GK,MAHDY SOLIMAN,Mahdy Mohamed Soliman,,IBRAHIM,,08/06/1987,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,17,MF,MOHANAD LASHIN,Mohanad Mostafa Ahmed A,,LASHIN,,29/05/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,18,MF,NABIL DONGA,Nabil Emad Aly Elmahdy,,ALY,,06/04/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,19,MF,MARAWAN ATTIA,Marawan Attia Fahim,,GHALLAB,,01/08/1998,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,20,FW,IBRAHIM ADEL,Ibrahim Adel Aly Mohamed,,HASSAN,,23/04/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,21,MF,MAHMOUD SABER,Mahmoud Saber Abdelmohsen H,,ABDELMOHSEN,,30/07/2001,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,22,FW,OMAR MARMOUSH,Omar Khaled Mohamed Abdelsalam,,MARMOUSH,,07/02/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,23,GK,MOSTAFA SHOUBIR,Mostafa Ahmed Abdelaziz Mohame,,SHOUBIR,,15/05/2000,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,24,DF,TAREK ALAA,Tarek Alaa Abdelghaffar Abdel,,ELGEBALY,,05/01/2002,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,25,FW,ZIZO,Ahmed Mostafa Mohamed,,SAYED,,10/01/1996,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
EGY,26,GK,MOHAMED ALAA,Mohamed Alaaeldin Soliman M,,AHMED,,01/01/1999,,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,17
ENG,1,GK,PICKFORD Jordan,Jordan Lee,PICKFORD,PICKFORD,07/03/1994,Everton FC (ENG),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,2,DF,KONSA Ezri,Ezri Ngoyo,KONSA,KONSA,23/10/1997,Aston Villa FC (ENG),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,3,DF,OREILLY Nico,Nico,O'REILLY,O'REILLY,21/03/2005,Manchester City FC (ENG),177,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,4,MF,RICE Declan,Declan,RICE,RICE,14/01/1999,Arsenal FC (ENG),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,5,DF,STONES John,John,STONES,STONES,28/05/1994,Manchester City FC (ENG),188,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,6,DF,GUEHI Marc,Addji Keaninkin Marc-Isreal,GUEHI,GUEHI,13/07/2000,Manchester City FC (ENG),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,7,FW,SAKA Bukayo,Bukayo Ayoyinka,SAKA,SAKA,05/09/2001,Arsenal FC (ENG),178,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,8,MF,ANDERSON Elliot,Elliot Junior,ANDERSON,ANDERSON,06/11/2002,Nottingham Forest FC (ENG),179,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,9,FW,KANE Harry,Harry Edward,KANE,KANE,28/07/1993,FC Bayern München (GER),190,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,10,MF,BELLINGHAM Jude,Jude Victor William,BELLINGHAM,BELLINGHAM,29/06/2003,Real Madrid C. F. (ESP),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,11,FW,RASHFORD Marcus,Marcus,RASHFORD,RASHFORD,31/10/1997,FC Barcelona (ESP),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,12,DF,LIVRAMENTO Tino,Valentino Francisco,LIVRAMENTO,LIVRAMENTO,12/11/2002,Newcastle United FC (ENG),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,13,GK,HENDERSON Dean,Dean Bradley,HENDERSON,D. HENDERSON,12/03/1997,Crystal Palace FC (ENG),188,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,14,MF,HENDERSON Jordan,Jordan Brian,HENDERSON,J. HENDERSON,17/06/1990,Brentford FC (ENG),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,15,DF,BURN Dan,Daniel Johnson,BURN,BURN,09/05/1992,Newcastle United FC (ENG),201,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,16,MF,MAINOO Kobbie,Kobbie Boateng,MAINOO,MAINOO,19/04/2005,Manchester United FC (ENG),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,17,MF,ROGERS Morgan,Morgan Elliot,ROGERS,ROGERS,26/07/2002,Aston Villa FC (ENG),187,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,18,FW,GORDON Anthony,Anthony Michael,GORDON,GORDON,24/02/2001,Newcastle United FC (ENG),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,19,FW,WATKINS Ollie,Oliver George Arthur,WATKINS,WATKINS,30/12/1995,Aston Villa FC (ENG),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,20,FW,MADUEKE Noni,Chukwunonso Azuka Tristan,MADUEKE,MADUEKE,10/03/2002,Arsenal FC (ENG),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,21,MF,EZE Eberechi,Eberechi Oluchi,EZE,EZE,29/06/1998,Arsenal FC (ENG),178,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,22,FW,TONEY Ivan,Ivan Benjamin Elijah,TONEY,TONEY,16/03/1996,Al Ahli FC (KSA),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
ENG,23,GK,TRAFFORD James,James Harrington,TRAFFORD,TRAFFORD,10/10/2002,Manchester City FC (ENG),197,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,18
