team_code,team_name_from_pdf,shirt_number,position,player_name,first_names,last_names,name_on_shirt,dob,club,height_cm,source_url,source_page,extraction_method
IRN,IR Iran,9,FW,TAREMI Mehdi,Mehdi,TAREMI,TAREMI,18/07/1992,Olympiacos FC (GRE),187,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRN,IR Iran,10,FW,GHAYEDI Mehdi,Mehdi,GHAYEDI,MEHDI GHAYEDI,05/12/1998,Al Nasr SC (UAE),166,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRN,IR Iran,11,FW,ALIPOUR Ali,Ali,ALIPOURGHARA,A. ALIPOUR,11/11/1995,Persepolis FC (IRN),181,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRN,IR Iran,12,GK,NIAZMAND Payam,Seyedpayam,NIAZMAND,PAYAM,06/04/1995,Persepolis FC (IRN),193,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRN,IR Iran,13,DF,KANANI Hossein,Mohammadhossein,KANANI ZADEGAN,KANANI,23/03/1994,Persepolis FC (IRN),188,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRN,IR Iran,14,MF,GHODDOS Saman,Seyed Saman,GHODDOOS,GHODDOS,06/09/1993,Al Ittihad Kalba SCC (UAE),176,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRN,IR Iran,15,MF,CHESHMI Roozbeh,Roozbeh,CHESHMI,ROOZBEH,24/07/1993,Esteghlal Tehran FC (IRN),192,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRN,IR Iran,16,MF,TORABI Mehdi,Mahdi,TORABI,M. TORABI,10/09/1994,Tractor Sazi Tabriz FC (IRN),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRN,IR Iran,17,DF,YOUSEFI Arya,Arya,YOUSEFI,ARYA,22/04/2002,Sepahan SC (IRN),181,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRN,IR Iran,18,FW,HOSSEINZADEH Amirhossein,Amirhossein,HOSSEINZADEHTAZEHGHESHLAGH,AMIRHOSSEIN,30/10/2000,Tractor Sazi Tabriz FC (IRN),178,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRN,IR Iran,19,DF,NEMATI Ali,Ali,NEMATI,ALI,08/02/1996,Foolad Khuzestan FC (IRN),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRN,IR Iran,20,FW,MOGHANLOO Shahriyar,Shahriyar,MOGHANLOO,SHAHRIYAR,21/12/1994,Al Ittihad Kalba SCC (UAE),189,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRN,IR Iran,21,MF,GHORBANI Mohammad,Mohammad,GHORBANI,MOHAMMAD,07/10/2001,Al Wahda SC (UAE),190,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRN,IR Iran,22,GK,HOSSEINI Hossein,Seyedhossein,HOSSEINI,HOSSEINI,30/06/1992,Sepahan SC (IRN),189,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRN,IR Iran,23,DF,REZAEIAN Ramin,Ramin,REZAEIANSEMESKANDI,RAMIN,21/03/1990,Foolad Khuzestan FC (IRN),184,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRN,IR Iran,24,FW,DARGAHI Dennis,Dennis,DARGAHI,DARGAHI,09/01/1997,Standard Liège (BEL),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRN,IR Iran,25,DF,IRI Danial,Danial,IRI,DANIAL,26/10/2003,Malavan Anzali FC (IRN),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRN,IR Iran,26,MF,RAZAGHINIA Amirmohammad,Amirmohammad,RAZAGHINIA,RAZAGH,11/04/2006,Esteghlal Tehran FC (IRN),187,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,23,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,1,GK,FAHAD TALIB,Fahad Talib Raheem,RAHEEM,FAHAD,21/10/1994,Al Talaba SC (IRQ),192,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,2,DF,REBIN GHAREEB,Rebin Ghareeb Solaka,ADHAMAT,REBIN,12/04/1992,Port FC (THA),193,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,3,DF,HUSSEIN ALI,Hussein Haydar Hussein,ALI,HUSSEIN,01/03/2002,Pogoń Szczecin (POL),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,4,DF,ZAID TAHSEEN,Zaid Tahseen Abd Zaid,HANTOOSH,ZAID T.,29/01/2001,Pakhtakor Tashkent FK (UZB),187,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,5,DF,AKAM HASHIM,Akam Hashim Rahman,RAHMAN,AKAM,16/08/1998,Al Zawra'a SC (IRQ),184,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,6,DF,MUNAF YOUNUS,Munaf Younus Hashim,AL-TEKREETI,MUNAF,16/11/1996,Al Shorta SC (IRQ),184,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,7,MF,YOUSSEF AMYN,Youssef Wali Faeq,AMYN,YOUSSEF,21/08/2003,AEK Larnaca FC (CYP),172,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,8,MF,IBRAHIM BAYESH,Ibrahim Bayesh Kamil,AL-KAABAWI,IBRAHIM,01/05/2000,Al Dhafra SCC (UAE),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,9,FW,ALI ALHAMADI,Ali Ibrahim Karim,ALZUBAIDI,AL-HAMADI,01/03/2002,Luton Town FC (ENG),187,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,10,FW,MOHANAD ALI,Mohanad Ali Kadhim,AL-SHAMMARI,MOHANAD,20/06/2000,Dibba FC (UAE),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,11,FW,AHMED QASIM,Ahmed Ihab Ahmed,AHMED,AHMED Q.,12/07/2003,Nashville SC (USA),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,12,GK,JALAL HASSAN,Jalal Hasan Hachim,HACHIM,JALAL,18/05/1991,Al Zawra'a SC (IRQ),188,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,13,FW,ALI YOUSIF,Ali Yousif Hashim,NAJATEE,ALI Y.,19/01/1996,Al Talaba SC (IRQ),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,14,MF,ZIDANE IQBAL,Zidane Aamar Iqbal,IQBAL,Z.IQBAL,27/04/2003,FC Utrecht (NED),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,15,DF,AHMED YAHYA,Ahmed Yahya Mhmood,AL-HAJJAJ,AHMED,01/07/1995,Al Shorta SC (IRQ),187,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,16,MF,AMIR ALAMMARI,Amir Fouad Aboud,AL-AMMARI,AL-AMMARI,27/07/1997,KS Cracovia (POL),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,17,FW,ALI JASIM,Ali Jasim Elaibi,AL-TAMEEMI,ALI J.,20/01/2004,Al Najmah SC (KSA),178,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,18,FW,AYMEN HUSSEIN,Aymen Hussein Ghadhban,GHADHBAN,AYMEN,22/03/1996,Al Karma SC (IRQ),190,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,19,MF,KEVIN YAKOB,Kevin Enkido Yakob William,WILLIAM,K. YAKOB,10/10/2000,Aarhus GF (DEN),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,20,MF,AIMAR SHER,Aimar Hazar Anwar,SHER,AIMAR,20/12/2002,Sarpsborg 08 FF (NOR),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,21,FW,MARKO FARJI,Marko Jabbar Hussein,HUSSEIN,MARKO,16/03/2004,Venezia FC (ITA),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,22,GK,AHMED BASIL,Ahmed Basil Fadhil,AL-FADHLI,AHMED B.,19/08/1996,Al Shorta SC (IRQ),184,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,23,DF,MERCHAS DOSKI,Merchas Ghazi Salih,SALIH,DOSKI,07/12/1999,FC Viktoria Plzeň (CZE),173,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,24,MF,ZAID ISMAEL,Zaid Ismael Khaleel,AL-DULAIMI,ZAID I.,03/01/2002,Al Talaba SC (IRQ),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,25,DF,MUSTAFA SAADOON,Mustafa Saadoon Abbood,AL KORJI,MUSTAFA,25/05/2001,Al Shorta SC (IRQ),181,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
IRQ,Iraq,26,DF,FRANS PUTROS,Frans Dhia Jirjis,HADDAD,FRANS,14/07/1993,Persib Bandung (IDN),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,24,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,1,GK,SUZUKI Zion,Zion,SUZUKI,SUZUKI,21/08/2002,Parma (ITA),190,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,2,DF,SUGAWARA Yukinari,Yukinari,SUGAWARA,SUGAWARA,28/06/2000,SV Werder Bremen (GER),179,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,3,DF,TANIGUCHI Shogo,Shogo,TANIGUCHI,TANIGUCHI,15/07/1991,Sint-Truiden VV (BEL),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,4,DF,ITAKURA Kou,Kou,ITAKURA,ITAKURA,27/01/1997,AFC Ajax (NED),188,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,5,DF,NAGATOMO Yuto,Yuto,NAGATOMO,NAGATOMO,12/09/1986,FC Tokyo (JPN),170,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,6,MF,ENDO Wataru,Wataru,ENDO,ENDO,09/02/1993,Liverpool FC (ENG),178,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,7,MF,TANAKA Ao,Ao,TANAKA,TANAKA,10/09/1998,Leeds United FC (ENG),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,8,MF,KUBO Takefusa,Takefusa,KUBO,KUBO,04/06/2001,Real Sociedad (ESP),173,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,9,FW,GOTO Keisuke,Keisuke,GOTO,GOTO,03/06/2005,Sint-Truiden VV (BEL),191,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,10,MF,DOAN Ritsu,Ritsu,DOAN,DOAN,16/06/1998,Eintracht Frankfurt (GER),172,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,11,MF,MAEDA Daizen,Daizen,MAEDA,DAIZEN,20/10/1997,Celtic FC (SCO),173,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,12,GK,OSAKO Keisuke,Keisuke,OSAKO,OSAKO,28/07/1999,Sanfrecce Hiroshima (JPN),188,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,13,MF,NAKAMURA Keito,Keito,NAKAMURA,NAKAMURA,28/07/2000,Stade Reims (FRA),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,14,MF,ITO Junya,Junya,ITO,ITO,09/03/1993,KRC Genk (BEL),177,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,15,MF,KAMADA Daichi,Daichi,KAMADA,KAMADA,05/08/1996,Crystal Palace FC (ENG),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,16,DF,WATANABE Tsuyoshi,Tsuyoshi,WATANABE,WATANABE,05/02/1997,Feyenoord Rotterdam (NED),184,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,17,MF,SUZUKI Yuito,Yuito,SUZUKI,Y. SUZUKI,25/10/2001,SC Freiburg (GER),175,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,18,FW,UEDA Ayase,Ayase,UEDA,AYASE,28/08/1998,Feyenoord Rotterdam (NED),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,19,FW,OGAWA Koki,Koki,OGAWA,OGAWA,08/08/1997,NEC Nijmegen (NED),186,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,20,DF,SEKO Ayumu,Ayumu,SEKO,SEKO,07/06/2000,Le Havre AC (FRA),186,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,21,DF,ITO Hiroki,Hiroki,ITO,H. ITO,12/05/1999,FC Bayern München (GER),188,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,22,DF,TOMIYASU Takehiro,Takehiro,TOMIYASU,TOMIYASU,05/11/1998,AFC Ajax (NED),187,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,23,GK,HAYAKAWA Tomoki,Tomoki,HAYAKAWA,HAYAKAWA,03/03/1999,Kashima Antlers (JPN),187,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,24,MF,SANO Kaishu,Kaishu,SANO,SANO,30/12/2000,1. FSV Mainz 05 (GER),176,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,25,DF,SUZUKI Junnosuke,Junnosuke,SUZUKI,J. SUZUKI,12/07/2003,FC København (DEN),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JPN,Japan,26,FW,SHIOGAI Kento,Kento,SHIOGAI,SHIOGAI,26/03/2005,VfL Wolfsburg (GER),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,25,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,1,GK,YAZEED ABULAILA,Yazeed Mo'ien Hasan,ABULAILA,YAZEED,08/01/1993,Al Hussein SC (JOR),188,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,2,DF,MOHAMMAD ABUHASHEESH,Mohammad Ali Hasan,ABUHASHEESH,ABU HASHEESH,09/05/1995,Al Karma SC (IRQ),179,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,3,DF,ABDALLAH NASIB,Abdallah Mousa Musallam,NASIB,NASIB,25/02/1994,Al Zawra'a SC (IRQ),184,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,4,DF,HUSAM ABUDAHAB,Husam Ali Mohammad,ABUDAHAB,ABU DAHAB,13/05/2000,Al Faisaly SC (JOR),186,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,5,DF,YAZAN ALARAB,Yazan Mousa Mahmoud,ALARAB,ALARAB,31/01/1996,FC Seoul (KOR),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,6,MF,AMER JAMOUS,Amer Rasem Adel,JAMOUS,JAMOUS,03/07/2002,Al Zawra'a SC (IRQ),177,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,7,FW,MOHAMMAD ABUZRAIQ,Mohammad Faisal Yousef,ABU ZRAIQ,ABU ZRAIQ,30/12/1997,Raja Casablanca (MAR),170,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,8,MF,NOOR ALRAWABDEH,Noor Al-Deen Mahmoud Ali,AL RAWABDEH,ALRAWABDEH,24/02/1997,Selangor FC (MAS),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,9,FW,ALI OLWAN,Ali Iyad Ali,OLWAN,OLWAN,26/03/2000,Al Sailiya SC (QAT),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,10,FW,MOUSA ALTAMARI,Mousa Mohammad Mousa,SULEIMAN,ALTAMARI,10/06/1997,Stade Rennais FC (FRA),176,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,11,FW,ODEH FAKHOURY,Odeh Burhan Shehadeh,FAKHOURY,ODEH,22/11/2005,Pyramids FC (EGY),180,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,12,GK,NOUR BANIATEYAH,Noureddin Zaid Khaleel,BANI ATEYAH,BANI ATEYAH,25/01/1993,Al Faisaly SC (JOR),179,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,13,FW,MAHMOUD ALMARDI,Mahmoud Nayef Ahmad,ALMARDI,ALMARDI,06/10/1993,Al Hussein SC (JOR),173,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,14,MF,RAJAEI AYED,Raja'ei Ayed Fadel,HASAN,RAJA'EI,25/07/1993,Al Hussein SC (JOR),175,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,15,MF,IBRAHIM SADEH,Ibrahim Mohammad Sami,SA'DEH,SA'DEH,27/04/2000,Al Karma SC (IRQ),175,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,16,DF,MOHAMMAD ABUALNADI,Mohammad Majed Jamil,ABUALNADI,ABU ALNADI,08/02/2001,Selangor FC (MAS),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,17,DF,SALEEM OBAID,Saleem Amer Saleem,OBAID,SALEEM,17/01/1992,Al Hussein SC (JOR),187,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,18,FW,IBRAHIM SABRA,Ibrahim Mohammad Abdallah,SABRA,SABRA,01/02/2006,NK Lokomotiva Zagreb (CRO),184,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,19,DF,SAED ALROSAN,Sa'ed Ahmad Salameh,ALROSAN,SA'ED,01/02/1997,Al Hussein SC (JOR),186,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,20,MF,MOHANNAD ABUTAHA,Mohannad Mahmoud Saleh,ABU TAHA,ABU TAHA,02/02/2003,Al-Quwa Al-Jawiya (IRQ),173,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,21,MF,NIZAR ALRASHDAN,Nizar Mahmoud Ahmed,AL-RASHDAN,NIZAR,23/03/1999,Qatar SC (QAT),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,22,GK,ABDALLAH ALFAKHORI,Abdallah Ra'ed Mahmoud,ALFAKHORI,ALFAKHORI,22/01/2000,Al Wahdat SC (JOR),190,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,23,DF,EHSAN HADDAD,Ehsan Manel Farhan,HADDAD,EHSAN,05/02/1994,Al Hussein SC (JOR),174,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,24,FW,ALI AZAIZEH,Ali Ahmad Ali,AZAIZEH,AZAIZEH,13/04/2004,Al Shabab FC (KSA),178,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,25,MF,MOHAMMAD ALDAOUD,Mohammad Ratib Mohammad,ALDAOUD,ALDAOUD,12/04/1992,Al Wahdat SC (JOR),185,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
JOR,Jordan,26,DF,ANAS BADAWI,Anas Said Ghazi,BADAWI,BADAWI,13/09/1997,Al Faisaly SC (JOR),174,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,26,pdfplumber_extract_table_header_mapped_v2
KOR,Korea Republic,1,GK,KIM Seunggyu,Seunggyu,KIM,SEUNGGYU,30/09/1990,FC Tokyo (JPN),187,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27,pdfplumber_extract_table_header_mapped_v2
KOR,Korea Republic,2,DF,LEE Hanbeom,Hanbeom,LEE,HANBEOM,17/06/2002,FC Midtjylland (DEN),188,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27,pdfplumber_extract_table_header_mapped_v2
KOR,Korea Republic,3,MF,LEE Gihyuk,Gihyuk,LEE,GIHYUK,07/07/2000,Gangwon FC (KOR),184,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27,pdfplumber_extract_table_header_mapped_v2
KOR,Korea Republic,4,DF,KIM Minjae,Minjae,KIM,MINJAE,15/11/1996,FC Bayern München (GER),190,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27,pdfplumber_extract_table_header_mapped_v2
KOR,Korea Republic,5,DF,KIM Taehyeon,Taehyeon,KIM,TAEHYEON,17/09/2000,Kashima Antlers (JPN),186,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27,pdfplumber_extract_table_header_mapped_v2
KOR,Korea Republic,6,MF,HWANG Inbeom,Inbeom,HWANG,INBEOM,20/09/1996,Feyenoord Rotterdam (NED),177,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27,pdfplumber_extract_table_header_mapped_v2
KOR,Korea Republic,7,FW,SON Heungmin,Heung Min,SON,HEUNGMIN,08/07/1992,LAFC (USA),183,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27,pdfplumber_extract_table_header_mapped_v2
KOR,Korea Republic,8,MF,PAIK Seungho,Seungho,PAIK,SEUNGHO,17/03/1997,Birmingham City FC (ENG),182,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf,27,pdfplumber_extract_table_header_mapped_v2
